,dependents,education,self_employed,loan_amount_term,credit_history,property_area,loan_status,total_income_log,loan_amount_log
384,2,0,0,360.0,1.0,2,0,8.42639282708974,4.605170185988092
385,1,0,0,180.0,1.0,2,1,8.207129168071326,4.727387818712341
386,0,1,0,360.0,1.0,1,1,8.28045768658256,4.882801922586371
387,0,1,0,360.0,0.0,2,0,8.72355674269043,4.852030263919617
388,0,0,0,360.0,1.0,2,1,8.465899897028686,4.912654885736052
389,0,0,0,360.0,1.0,0,1,8.610319169405722,4.8283137373023015
390,4,0,0,360.0,1.0,0,1,9.123365357961776,5.220355825078324
391,4,0,0,360.0,1.0,0,1,9.159468041602427,5.566434283504978
392,0,0,0,360.0,1.0,2,1,8.454892165218858,4.787491742782046
393,2,1,0,180.0,1.0,1,1,8.193676665955241,4.727387818712341
394,2,0,0,360.0,1.0,2,1,8.411832675758411,4.727387818712341
395,2,0,0,360.0,1.0,1,1,8.23217423638394,4.90527477843843
396,0,0,0,360.0,0.0,2,0,8.064636475774222,4.2626798770413155
397,0,0,0,360.0,1.0,2,1,8.410053315858335,4.553876891600541
398,0,1,0,360.0,1.0,0,1,8.624791202014256,4.6913478822291435
399,0,0,0,360.0,0.0,1,0,8.101677747454572,4.634728988229636
400,2,1,0,180.0,0.0,2,0,7.968665700466235,3.8066624897703196
401,0,1,0,300.0,1.0,0,0,7.9211727215870145,4.174387269895637
402,0,0,0,360.0,1.0,1,1,9.01713479858015,4.634728988229636
403,0,1,0,360.0,1.0,1,1,7.5822291942764615,3.970291913552122
404,0,0,1,360.0,1.0,0,0,8.914760527397261,5.267858159063328
405,0,0,0,360.0,1.0,1,1,8.42222295382501,4.74493212836325
406,0,1,0,360.0,1.0,2,1,8.426611813185,4.74493212836325
407,0,1,0,360.0,1.0,0,1,7.70210434005105,4.189654742026425
408,1,0,0,300.0,0.0,1,0,9.02401079378469,5.0238805208462765
409,4,0,0,360.0,0.0,0,0,9.227320392010867,5.566434283504978
410,1,1,1,360.0,1.0,1,0,8.260234291607297,4.127134385045092
411,0,0,0,360.0,1.0,2,1,8.741296282225147,5.075173815233827
412,0,1,0,360.0,0.0,0,0,8.715388097366482,5.384495062789089
413,0,1,0,360.0,1.0,0,1,8.363109176033522,4.700480365792417
414,0,1,0,360.0,0.0,1,0,8.591558273371545,5.181783550292085
415,0,0,0,360.0,1.0,2,1,8.00469951054955,4.0943445622221
416,1,0,0,360.0,1.0,2,0,7.8632667240095735,5.075173815233827
417,2,0,1,360.0,1.0,2,0,8.901519780321838,5.476463551931511
418,0,0,0,360.0,1.0,0,1,8.242229891372231,4.718498871295094
419,0,0,0,360.0,1.0,1,1,8.44741429680832,4.927253685157205
420,0,0,0,360.0,1.0,0,1,8.67060073804555,4.927253685157205
421,0,1,0,360.0,0.0,2,0,7.908387159290043,4.382026634673881
422,0,0,0,360.0,1.0,2,1,8.171599480345463,4.605170185988092
423,1,0,0,360.0,0.0,2,0,9.095714846134879,4.700480365792417
424,0,0,0,360.0,1.0,1,1,9.227320392010867,4.564348191467836
425,0,0,0,360.0,1.0,0,1,8.848796450925947,4.795790545596741
426,1,1,0,360.0,1.0,0,0,8.43511508038063,4.394449154672439
427,2,0,0,360.0,1.0,1,1,8.688622307043769,4.890349128221754
428,0,0,0,360.0,1.0,0,1,7.984844261119869,4.465908118654584
429,0,1,0,180.0,1.0,2,1,7.907283609426348,4.0943445622221
430,1,0,1,360.0,1.0,1,1,9.06230429314878,5.0106352940962555
431,0,0,0,360.0,0.0,0,0,8.779557455883728,4.653960350157523
432,0,0,0,360.0,1.0,1,1,9.227320392010867,5.566434283504978
433,0,0,0,360.0,1.0,1,1,8.469052816088302,4.962844630259907
434,0,0,0,360.0,1.0,2,1,8.229511118964457,4.605170185988092
435,0,0,0,240.0,1.0,1,1,9.215029361462314,4.852030263919617
436,0,0,0,360.0,1.0,1,1,8.236685322712457,3.912023005428146
437,0,0,0,360.0,1.0,2,1,8.11312710422178,4.852030263919617
438,0,0,1,360.0,0.0,2,0,9.227320392010867,5.231108616854587
439,0,1,1,360.0,1.0,0,1,8.873748128154395,4.927253685157205
440,0,0,0,360.0,1.0,1,1,9.07383312732152,5.231108616854587
441,0,0,0,360.0,1.0,0,1,9.1833801903934,5.19295685089021
442,4,1,0,360.0,1.0,1,1,8.809862805379057,4.997212273764115
443,1,0,0,360.0,1.0,1,1,9.227320392010867,5.0238805208462765
444,0,0,0,300.0,1.0,0,1,9.478543327296727,5.1647859739235145
445,1,0,1,360.0,1.0,0,1,8.450198322591959,4.867534450455582
446,2,1,0,360.0,1.0,0,1,8.445052513638554,4.700480365792417
447,0,0,0,360.0,1.0,0,0,8.500047032581268,4.007333185232471
448,2,0,0,360.0,0.0,0,0,8.527143522269405,5.0106352940962555
449,1,1,1,360.0,1.0,1,0,8.368925174747135,5.247024072160486
450,2,1,0,360.0,0.0,0,0,8.1786387885907,4.8283137373023015
451,2,1,0,300.0,1.0,2,1,8.135639903354386,4.0943445622221
452,0,0,0,360.0,0.0,0,0,8.644882552557126,5.003946305945459
453,0,0,0,180.0,0.0,0,1,8.506940814951886,4.499809670330265
454,0,0,1,360.0,1.0,1,1,8.865735152124781,4.430816798843313
455,2,0,0,360.0,1.0,1,1,8.258163361537619,4.564348191467836
456,0,0,0,360.0,1.0,2,1,8.366602832783736,4.770684624465665
457,0,0,0,360.0,1.0,2,0,8.744647438317532,5.153291594497779
458,2,0,0,360.0,1.0,0,1,8.378850241794492,4.912654885736052
459,0,0,0,360.0,1.0,1,0,9.0280988119824,5.075173815233827
460,0,0,1,360.0,1.0,1,1,8.726805608446096,5.075173815233827
461,4,0,0,180.0,1.0,2,1,8.954156966583772,4.852030263919617
462,0,0,0,360.0,1.0,0,1,8.556990661290303,5.030437921392435
463,1,1,0,360.0,1.0,1,1,8.55468163582723,4.882801922586371
464,0,0,0,360.0,0.0,1,0,8.334711621820917,4.584967478670572
465,0,0,0,360.0,1.0,0,1,8.699514748210191,4.941642422609304
466,4,1,0,180.0,0.0,2,0,8.436200032206706,4.248495242049359
467,0,0,0,360.0,1.0,1,1,9.227320392010867,4.700480365792417
468,2,1,0,360.0,1.0,1,1,8.047829357457841,4.584967478670572
469,0,0,0,360.0,1.0,2,0,8.822322177471738,4.700480365792417
470,1,0,1,360.0,1.0,1,1,8.617762246337932,5.087596335232384
471,1,1,0,180.0,0.0,0,0,8.331586243630754,4.727387818712341
472,4,0,0,360.0,1.0,1,1,8.453401058328458,4.605170185988092
473,0,0,1,360.0,1.0,2,1,7.824046010856292,4.532599493153256
474,2,0,0,360.0,1.0,0,1,9.228180290104513,5.087596335232384
475,2,0,1,360.0,1.0,0,1,9.322351225037876,5.0106352940962555
476,2,0,0,300.0,1.0,1,1,9.041921720351219,5.438079308923196
477,2,0,0,360.0,0.0,1,0,8.464846711044029,4.882801922586371
478,1,0,1,360.0,1.0,1,1,9.427163994545573,4.454347296253507
479,2,0,0,360.0,1.0,2,0,8.422882511944996,4.852030263919617
480,0,1,0,360.0,1.0,0,1,8.37793112408273,5.0369526024136295
481,4,1,0,360.0,1.0,0,1,8.037543185118697,4.727387818712341
482,0,0,0,360.0,1.0,1,1,8.562740006372207,4.852030263919617
483,0,0,0,360.0,1.0,1,1,9.227320392010867,5.455321115357702
484,2,0,0,360.0,1.0,1,1,9.027978814382207,5.5053315359323625
485,1,1,0,360.0,1.0,0,1,8.387995252944556,4.875197323201151
486,2,0,0,360.0,0.0,0,0,8.173857454773621,4.382026634673881
487,1,0,0,360.0,1.0,2,0,9.227320392010867,5.566434283504978
488,2,0,1,360.0,1.0,1,1,8.804775258867686,5.075173815233827
489,0,0,0,360.0,1.0,2,0,7.79770203551669,4.31748811353631
490,0,1,0,360.0,1.0,1,1,8.609590040682205,4.564348191467836
491,1,1,0,360.0,1.0,2,1,8.774003600200931,5.225746673713202
492,0,1,0,360.0,1.0,0,1,8.213652703029998,4.700480365792417
493,0,1,1,360.0,1.0,1,1,9.227320392010867,5.41610040220442
494,0,0,0,360.0,0.0,0,0,8.657650544111494,4.77912349311153
495,1,0,0,84.0,1.0,1,1,8.352082671352637,4.653960350157523
496,0,1,0,360.0,1.0,0,1,8.366370301681654,4.672828834461906
497,0,0,0,12.0,1.0,2,1,8.920255414908091,4.709530201312334
498,1,0,1,360.0,1.0,1,1,7.970740390007095,4.553876891600541
499,0,0,0,360.0,0.0,0,0,9.277905558138606,5.342334251964811
500,0,0,0,480.0,1.0,0,1,8.372860820526318,4.727387818712341
501,0,0,0,360.0,1.0,1,1,8.058010800802085,4.605170185988092
502,2,0,0,360.0,1.0,1,1,9.258082367961604,5.337538079701318
503,1,1,0,360.0,1.0,0,0,9.143345503151904,4.927253685157205
504,0,1,0,300.0,1.0,1,1,8.574895901544526,4.820281565605037
505,2,0,0,360.0,1.0,0,1,8.97790377375038,5.493061443340548
506,0,0,0,360.0,1.0,2,1,9.674978067817195,5.566434283504978
507,0,0,0,360.0,1.0,2,0,8.183955717304954,4.564348191467836
508,0,0,1,360.0,1.0,2,1,8.61104776688786,5.236441962829949
509,1,0,0,360.0,1.0,2,1,9.227320392010867,3.6888794541139363
510,0,1,0,360.0,1.0,0,0,8.493924564476883,4.605170185988092
511,1,0,0,360.0,1.0,1,1,8.995784837848506,5.521460917862246
512,2,0,0,360.0,1.0,2,1,8.578852571802965,4.997212273764115
513,0,0,0,180.0,1.0,1,0,8.971210340106568,4.248495242049359
514,0,0,0,360.0,1.0,0,0,9.15704507491796,5.566434283504978
515,4,0,0,360.0,1.0,0,1,8.83840674707681,5.0106352940962555
516,2,0,0,480.0,1.0,1,1,8.206037762778815,4.727387818712341
517,0,1,0,360.0,0.0,1,0,8.491670234185152,4.812184355372417
518,0,0,0,360.0,1.0,1,0,8.794521851788527,5.220355825078324
519,0,1,0,360.0,1.0,0,0,8.131530710604252,4.553876891600541
520,2,1,0,360.0,1.0,1,1,8.277411998949004,3.8066624897703196
521,0,0,0,360.0,1.0,1,1,7.824046010856292,4.007333185232471
522,4,0,1,360.0,1.0,0,1,8.867990898182093,4.605170185988092
523,2,0,1,360.0,1.0,0,1,9.524503091677534,5.566434283504978
524,0,0,0,360.0,1.0,1,0,8.819813136232225,4.852030263919617
525,2,0,1,360.0,1.0,0,1,9.227320392010867,5.566434283504978
526,0,0,0,360.0,1.0,1,1,8.236155661683124,4.700480365792417
527,1,1,0,360.0,0.0,1,1,8.812099108957337,5.081404364984463
528,1,1,0,360.0,1.0,1,1,8.289288323000317,4.543294782270004
529,0,1,0,360.0,1.0,1,1,8.82217476094608,4.867534450455582
530,0,0,0,360.0,1.0,0,1,8.783396232190894,5.375278407684165
531,4,0,0,360.0,1.0,2,1,8.361941906144946,4.605170185988092
532,2,0,0,360.0,0.0,0,0,8.185350223178686,4.700480365792417
533,1,0,0,360.0,1.0,1,0,9.227320392010867,5.278114659230517
534,0,1,1,360.0,1.0,2,1,9.227320392010867,4.8283137373023015
535,0,1,0,360.0,1.0,0,1,8.432070937999402,4.836281906951478
536,0,0,0,360.0,1.0,2,1,9.214232786691527,5.566434283504978
537,2,0,0,360.0,1.0,1,1,8.193400231952097,4.672828834461906
538,0,1,0,360.0,1.0,0,0,8.146998697389993,4.189654742026425
539,4,0,0,180.0,1.0,0,1,8.766705997750515,5.056245805348308
540,1,0,0,180.0,1.0,1,1,8.916371914881694,4.941642422609304
541,0,0,0,360.0,0.0,1,0,7.6676260915849905,4.59511985013459
542,1,0,0,360.0,1.0,1,1,8.20303024171486,4.553876891600541
543,1,1,0,360.0,1.0,2,1,8.46863300080086,4.852030263919617
544,0,1,0,360.0,1.0,1,1,8.210668031162976,4.624972813284271
545,0,0,0,360.0,1.0,0,1,8.45914025996762,5.043425116919247
546,0,1,0,36.0,1.0,1,0,8.119100837637486,4.382026634673881
547,0,0,0,360.0,1.0,0,1,8.368461137615839,4.976733742420574
548,0,0,0,360.0,0.0,1,0,8.517193191416238,4.634728988229636
549,0,0,0,360.0,1.0,0,1,8.476579508530941,4.700480365792417
550,2,0,1,360.0,0.0,0,0,8.799812469525556,4.852030263919617
551,1,1,0,360.0,1.0,0,1,8.490233009833455,4.852030263919617
552,1,0,0,360.0,1.0,2,1,8.792245847467877,5.062595033026967
553,0,1,0,360.0,0.0,2,0,8.473659189392508,5.198497031265826
554,0,0,0,180.0,0.0,0,0,8.969414650866176,4.882801922586371
555,1,0,0,360.0,1.0,1,1,8.779557455883728,3.258096538021482
556,0,0,0,360.0,1.0,2,1,8.36450810375059,4.430816798843313
557,4,0,1,360.0,1.0,1,1,9.22414465295258,5.560681631015528
558,0,0,0,360.0,1.0,1,1,8.78813593986372,5.087596335232384
559,0,0,0,360.0,1.0,1,1,8.777401286867264,5.204006687076795
560,2,1,0,360.0,1.0,1,1,8.27308133366583,4.68213122712422
561,1,0,1,360.0,1.0,1,1,9.227320392010867,5.566434283504978
562,0,0,0,360.0,1.0,0,1,8.984317679911129,5.351858133476067
563,0,1,1,360.0,1.0,1,1,8.66561319653451,4.882801922586371
564,2,0,0,360.0,0.0,2,0,9.08239335764556,5.552959584921617
565,0,1,0,360.0,1.0,0,1,8.404472321352118,4.787491742782046
566,0,0,0,360.0,1.0,2,1,8.11162807830774,4.248495242049359
567,4,0,0,360.0,0.0,0,0,8.68270762989381,4.812184355372417
568,0,0,0,360.0,1.0,2,0,7.774015077250727,2.1972245773362196
569,0,0,0,360.0,0.0,2,0,8.56216655705897,4.6443908991413725
570,1,0,0,360.0,1.0,2,1,8.550047528287184,5.225746673713202
571,0,0,0,360.0,0.0,2,0,8.789812386190972,5.10594547390058
572,2,0,0,360.0,1.0,2,1,9.227320392010867,5.566434283504978
573,2,1,0,480.0,1.0,1,0,8.955448122347393,5.231108616854587
574,4,0,0,360.0,1.0,1,0,8.764990330169104,5.0106352940962555
575,2,0,0,84.0,1.0,2,1,8.194229304819817,4.68213122712422
576,0,0,0,360.0,0.0,1,0,8.574895901544526,4.912654885736052
577,0,0,0,360.0,1.0,2,1,8.694167141883597,4.700480365792417
578,1,0,0,360.0,1.0,0,1,8.297543529356284,4.672828834461906
579,0,0,0,360.0,1.0,2,1,8.715880102296456,5.081404364984463
580,2,0,0,360.0,1.0,1,1,8.785692444451245,5.3230099791384085
581,0,0,0,360.0,1.0,2,0,8.933153036617043,4.499809670330265
582,0,0,0,360.0,1.0,1,1,8.060224240440958,3.58351893845611
583,1,0,0,360.0,1.0,0,0,7.539027055823995,4.110873864173311
584,1,0,0,360.0,0.0,0,0,8.456168489578463,4.983606621708336
585,1,0,0,84.0,1.0,0,0,8.893298144217916,5.147494476813453
586,0,0,0,360.0,1.0,2,1,8.247743887225516,4.6443908991413725
587,0,1,0,360.0,1.0,1,1,7.68017564043659,4.248495242049359
588,0,0,0,360.0,1.0,1,1,8.465899897028686,4.543294782270004
589,2,0,1,360.0,0.0,1,0,7.9105906122564775,4.663439094112067
590,0,0,0,180.0,1.0,1,1,8.766550149546351,4.02535169073515
591,2,0,1,240.0,1.0,1,0,8.699514748210191,5.3230099791384085
592,4,0,1,360.0,1.0,1,1,9.143880005275912,5.566434283504978
593,0,0,0,180.0,1.0,0,1,8.876125585396185,4.955827057601261
594,0,0,1,360.0,1.0,2,1,9.227320392010867,5.560681631015528
595,0,1,0,360.0,1.0,0,1,8.251403065380556,4.700480365792417
596,2,1,1,360.0,1.0,0,0,8.906935339059165,5.231108616854587
597,0,0,0,360.0,0.0,1,0,8.00202481821611,4.477336814478207
598,0,0,1,360.0,1.0,0,1,9.206633510044856,5.19295685089021
599,2,0,0,360.0,1.0,2,1,8.662158961666423,5.2574953720277815
600,4,0,0,180.0,1.0,2,0,8.72569000098361,5.566434283504978
601,0,1,0,360.0,1.0,0,1,8.645762292210945,5.043425116919247
602,4,0,0,360.0,1.0,2,1,8.648747631156539,4.852030263919617
603,0,0,0,360.0,1.0,0,1,8.984317679911129,5.147494476813453
604,1,0,0,360.0,1.0,1,1,9.227320392010867,5.566434283504978
605,0,1,0,180.0,1.0,2,0,8.732304571033183,4.852030263919617
606,1,0,0,360.0,1.0,1,1,8.68270762989381,5.153291594497779
607,2,1,0,360.0,1.0,0,1,8.59378379357795,5.056245805348308
608,0,0,0,360.0,1.0,0,1,8.552946361122055,4.68213122712422
609,0,0,0,360.0,1.0,0,1,7.9724660159745655,4.2626798770413155
610,4,0,0,180.0,1.0,0,1,8.32020459757888,3.6888794541139363
611,1,0,0,360.0,1.0,2,1,9.025455532779063,5.53338948872752
612,2,0,0,360.0,1.0,2,1,8.933664178700935,5.231108616854587
613,0,0,1,360.0,0.0,1,0,8.430109084509125,4.890349128221754
